source,id,price,area,rooms,floor,storeys,bathroom_count,new_building,F_Furniture,F_Security,F_Air Conditioner,F_Balcony,F_Heating System,F_Internet,F_Elevator,latitude,longitude,building_type_Monolit,building_type_Other,building_type_Panel,building_type_Stone,condition_Good Condition,condition_Needs Renovation/Repair,condition_New/Excellent Condition,condition_Other,coordinates,opera,malibu,aua,zvartnoc,dalma,yerevan_mall,shumyan_cemetery,nork_cemetery,central_cemetery,davtashen_cemetery,zeytun_cemetery,yerablur,avan_cemetery,baghramyan_subway,shengavit_subway,barekamutyun_subway,yeritasardakan_subway,zoravar_subway,sasunci_subway,gorcarain_subway,gergin_subway,charbakh_subway,avan,massiv,L_payment_terminal,L_pharmacy,L_atm,L_car_wash,L_waste_disposal,L_parking,L_bank,L_clinic,L_fuel,L_school,L_place_of_worship,L_music_school,L_university,L_kindergarten,L_bus_station,L_hospital,L_prison,L_stripclub
bnakaran,d72996,240000.0,120.0,3.0,6.0,10.0,1.0,1,0,1,0,0,0,0,0,44.514863491058,40.180512733596,1,0,0,0,1,0,0,0,"(40.180512733596, 44.514863491058)",610,648,1592,10211,2248,3047,5349,3037,3884,5727,4437,5707,5856,2582,4663,2484,763,1058,2954,4596,4334,5796,7158,4301,17,5,18,3,3,10,14,2,0,3,0,1,1,1,0,1,0,0
myrealty,124908,210000.0,90.0,3.0,1.0,12.0,1.0,0,0,0,0,0,0,0,0,44.50449735,40.1832187,0,0,1,0,1,0,0,0,"(40.1832187, 44.50449735)",951,297,1024,9481,1437,3111,4420,3747,4641,5016,4807,5067,6461,1805,4544,1724,1348,1484,3189,4712,4105,5525,7724,4735,4,1,7,3,1,6,4,3,1,2,1,1,1,1,0,0,0,0
bars,4-3-1370,132000.0,75.0,2.0,2.0,5.0,1.0,0,0,0,0,0,1,0,0,44.52473536231635,40.20625843913501,0,0,0,1,0,1,0,0,"(40.20625843913501, 44.52473536231635)",2396,2945,2308,12140,4314,6018,5888,2396,6283,4464,1948,7974,4038,2813,7578,2727,2266,4039,5934,7579,7177,8608,5107,7179,0,1,5,1,1,8,4,0,2,0,2,1,0,3,0,0,0,0
myrealty,128740,189000.0,90.0,3.0,4.0,14.0,1.0,1,0,0,0,0,0,0,0,44.509269992836,40.20967865714541,1,0,0,0,0,1,0,0,"(40.20967865714541, 44.509269992836)",2678,2961,1960,11229,3832,6081,4685,3697,7014,3120,3151,7317,5331,1908,7471,1862,2760,4283,6126,7681,6980,8334,6308,7573,0,2,1,2,1,2,3,1,0,3,0,0,1,1,0,1,0,0
bnakaran,d114614,240000.0,72.0,3.0,3.0,4.0,2.0,0,0,0,0,0,0,0,0,44.491717560729,40.197362457492,0,0,0,1,0,0,1,0,"(40.197362457492, 44.491717560729)",2353,2107,1213,9228,2049,4725,3015,4704,6548,3127,4921,5315,6964,175,5853,285,2694,3386,4932,6287,5290,6543,8077,6559,17,10,18,2,10,2,5,0,0,1,0,0,1,0,0,1,0,0
bars,1-3-1578,165000.0,97.0,4.0,5.0,5.0,2.0,0,0,0,0,0,1,0,0,44.5273774,40.17699785,0,1,0,0,1,0,0,0,"(40.17699785, 44.5273774)",1446,1779,2595,11125,3314,3314,6482,2410,3073,6680,4253,6565,5274,3634,5017,3530,1206,1442,3025,4680,4823,6276,6605,3983,0,1,2,0,0,4,1,0,1,5,0,0,3,1,0,0,0,0
bnakaran,d117282,360000.0,51.0,3.0,4.0,9.0,1.0,1,0,0,0,0,0,0,0,44.514605931097,40.179286390586,1,0,0,0,1,0,0,0,"(40.179286390586, 44.514605931097)",747,701,1696,10149,2221,2914,5381,3120,3780,5829,4560,5632,5951,2667,4536,2572,891,920,2816,4460,4215,5679,7257,4167,11,5,17,3,5,10,13,3,0,1,0,0,1,1,0,1,0,0
bnakaran,d114379,480000.0,175.0,4.0,10.0,11.0,3.0,1,0,0,1,0,0,0,0,44.506465508565,40.198746553231,1,0,0,0,0,0,1,0,"(40.198746553231, 44.506465508565)",1595,1749,722,10379,2666,4846,4267,3488,6001,3689,3702,6265,5707,1090,6236,991,1800,3098,4908,6447,5755,7128,6839,6396,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0
myrealty,131535,150000.0,70.0,2.0,14.0,14.0,1.0,0,0,0,0,0,0,0,0,44.51344849450384,40.1767382062846,0,0,1,0,0,0,1,0,"(40.1767382062846, 44.51344849450384)",1039,842,1904,9975,2139,2615,5408,3349,3605,6017,4848,5436,6197,2826,4245,2737,1186,623,2518,4160,3937,5401,7509,3893,3,3,19,1,4,13,10,0,0,3,0,0,1,0,1,0,0,0
bars,4-3-1328,168000.0,100.0,3.0,8.0,14.0,2.0,0,0,0,0,1,0,0,1,44.5046635,40.21198605,0,1,0,0,1,0,0,0,"(40.21198605, 44.5046635)",3022,3228,2174,11061,3907,6301,4394,4164,7399,2654,3527,7275,5726,1882,7627,1862,3143,4577,6384,7901,7110,8429,6660,7875,0,1,1,1,0,1,0,0,0,2,1,0,1,0,0,0,0,0
myrealty,141372,275000.0,110.0,4.0,14.0,14.0,2.0,1,1,0,1,0,1,1,1,44.489355959454166,40.21403837276494,1,0,0,0,0,0,1,0,"(40.21403837276494, 44.489355959454166)",3807,3790,2723,10203,3885,6588,3326,5418,8195,1456,4830,6786,7036,1905,7691,1961,4036,5140,6779,8152,7110,8302,7934,8382,0,1,0,0,0,3,0,1,6,0,1,0,0,1,0,0,0,0
bars,1-3-1954,300000.0,106.0,4.0,3.0,4.0,1.0,0,0,0,0,1,0,0,0,44.50603348930943,40.19194689069822,0,1,0,0,1,0,0,0,"(40.19194689069822, 44.50603348930943)",1014,1002,144,9991,2066,4090,4284,3463,5360,4255,4102,5735,5953,1195,5503,1086,1338,2362,4153,5691,5040,6434,7155,5657,1,3,8,0,4,1,0,0,0,1,0,0,1,0,0,0,0,0
bars,1-B-119,900000.0,142.0,3.0,14.0,3.0,2.0,0,0,0,1,0,1,0,1,44.51863665459219,40.17606564344017,0,1,0,0,1,0,0,0,"(40.17606564344017, 44.51863665459219)",1145,1192,2182,10380,2585,2767,5839,3030,3295,6316,4674,5826,5896,3162,4445,3067,1133,769,2578,4245,4191,5654,7219,3799,2,5,9,1,4,7,2,1,0,2,0,1,1,0,1,0,0,0
myrealty,138135,150000.0,57.0,2.0,13.0,16.0,1.0,0,0,0,0,0,0,0,1,44.493826561382456,40.140887872078665,1,0,0,0,0,1,0,0,"(40.140887872078665, 44.493826561382456)",5331,4841,5802,8033,4273,1710,7116,7320,3986,9258,9116,3994,10155,6266,812,6233,5504,3715,1899,412,1413,1959,11488,2057,0,0,0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0
bnakaran,d117456,141600.0,118.0,4.0,11.0,16.0,2.0,1,0,0,1,0,0,0,0,44.521179320264,40.213556209765,1,0,0,0,1,0,0,0,"(40.213556209765, 44.521179320264)",3107,3571,2744,12308,4733,6701,5777,3170,7138,3896,2128,8314,4338,2950,8201,2888,3042,4769,6662,8283,7759,9160,5247,7972,2,1,2,0,0,4,2,0,1,1,0,0,0,0,0,2,0,0
myrealty,122663,180000.0,98.0,3.0,14.0,16.0,1.0,0,0,0,0,0,0,0,0,44.52003469603711,40.17296185385123,0,0,1,0,1,0,0,0,"(40.17296185385123, 44.52003469603711)",1509,1519,2537,10414,2768,2563,6097,3168,2939,6670,4921,5841,6035,3501,4261,3408,1473,695,2316,3984,4056,5510,7364,3458,3,5,10,5,2,7,0,0,3,5,1,1,2,0,0,0,0,0
bars,1-N-278,630000.0,225.0,4.0,6.0,15.0,4.0,1,0,0,0,0,0,0,0,44.51642634119875,40.18161375666288,0,1,0,0,0,1,0,0,"(40.18161375666288, 44.51642634119875)",500,734,1574,10375,2392,3213,5431,2864,3922,5703,4260,5879,5678,2592,4837,2491,589,1210,3104,4754,4513,5976,6978,4417,20,5,31,3,6,10,20,0,0,2,2,0,0,1,0,0,0,0
bars,6-D3-195,160000.0,68.0,3.0,5.0,5.0,1.0,0,0,0,0,0,1,0,1,44.49633619872418,40.22328636163789,0,1,0,0,1,0,0,0,"(40.22328636163789, 44.49633619872418)",4441,4581,3499,11339,4958,7556,4410,5462,8833,1638,4401,7971,6597,2904,8759,2931,4581,5943,7692,9144,8199,9432,7340,9235,0,4,1,0,0,2,3,0,0,6,0,0,0,2,0,0,0,0
bars,1-3-2108,697000.0,110.0,4.0,3.0,6.0,1.0,0,0,0,1,1,1,0,0,44.5215976,40.18607885,0,1,0,0,1,0,0,0,"(40.18607885, 44.5215976)",552,1203,1617,10953,2920,3853,5710,2267,4189,5596,3600,6491,5039,2668,5493,2559,146,1836,3708,5370,5176,6638,6331,4921,10,7,25,2,3,3,9,0,0,3,2,0,4,1,0,4,0,0
bars,6-Ach3-124,115000.0,76.0,3.0,3.0,5.0,1.0,0,0,0,0,0,0,0,0,44.4684631,40.199323,0,0,0,1,1,0,0,0,"(40.199323, 44.4684631)",4228,3813,3152,7789,2818,5590,1048,6692,8057,2748,6761,4608,8875,2162,6227,2272,4604,4852,5960,6967,5583,6518,9931,7647,1,0,0,2,7,0,0,0,0,1,0,0,0,0,0,0,0,0
myrealty,138543,115000.0,68.0,2.0,3.0,10.0,1.0,0,0,0,0,0,1,0,0,44.52473536231635,40.20625843913501,0,0,1,0,1,0,0,0,"(40.20625843913501, 44.52473536231635)",2396,2945,2308,12140,4314,6018,5888,2396,6283,4464,1948,7974,4038,2813,7578,2727,2266,4039,5934,7579,7177,8608,5107,7179,0,1,5,1,1,8,4,0,2,0,2,1,0,3,0,0,0,0
myrealty,139104,117000.0,62.0,2.0,2.0,5.0,1.0,0,0,0,0,0,0,1,0,44.51344849450384,40.1767382062846,0,0,0,1,1,0,0,0,"(40.1767382062846, 44.51344849450384)",1039,842,1904,9975,2139,2615,5408,3349,3605,6017,4848,5436,6197,2826,4245,2737,1186,623,2518,4160,3937,5401,7509,3893,3,3,19,1,4,13,10,0,0,3,0,0,1,0,1,0,0,0
myrealty,132270,96000.0,40.0,2.0,4.0,4.0,1.0,0,0,0,0,0,0,0,0,44.52473536231635,40.20625843913501,0,0,0,1,0,0,1,0,"(40.20625843913501, 44.52473536231635)",2396,2945,2308,12140,4314,6018,5888,2396,6283,4464,1948,7974,4038,2813,7578,2727,2266,4039,5934,7579,7177,8608,5107,7179,0,1,5,1,1,8,4,0,2,0,2,1,0,3,0,0,0,0
myrealty,127999,185000.0,83.0,3.0,2.0,9.0,2.0,1,0,1,1,1,0,1,1,44.48439985,40.14520375,1,0,0,0,0,0,1,0,"(40.14520375, 44.48439985)",5232,4662,5521,7174,3784,1776,6348,7491,4673,8690,9136,3060,10357,5840,127,5823,5466,3733,2198,1297,585,1260,11687,2879,3,8,6,2,6,3,0,0,0,5,0,0,0,2,0,0,0,0
bnakaran,d117802,520000.0,170.0,4.0,3.0,4.0,2.0,0,0,0,0,0,0,0,0,44.512879,40.17787,0,0,0,1,1,0,0,0,"(40.17787, 44.512879)",923,711,1769,9963,2079,2711,5310,3325,3734,5884,4774,5437,6162,2696,4324,2606,1102,741,2632,4266,4000,5463,7469,4023,7,1,16,0,4,14,11,1,0,1,0,0,0,0,1,0,0,0
bars,2-3-165,165000.0,106.0,3.0,2.0,15.0,2.0,0,1,0,1,0,1,0,1,44.50409202665325,40.17429211194108,0,1,0,0,1,0,0,0,"(40.17429211194108, 44.50409202665325)",1602,1029,2017,9136,1431,2122,4850,4170,3946,5899,5549,4596,7002,2697,3615,2633,1886,766,2204,3722,3231,4684,8305,3790,2,3,6,1,1,3,2,0,0,2,0,0,0,1,0,0,0,0
bars,1-3-1913,1200000.0,374.35,5.0,3.0,12.0,2.0,0,0,0,1,1,0,0,1,44.583870697678144,40.21673211791397,0,0,1,0,1,0,0,0,"(40.21673211791397, 44.583870697678144)",6767,7453,7265,17145,9120,9832,11036,4122,8266,9098,3233,12767,1256,7951,11537,7858,6406,7918,9497,11098,11337,12795,257,10027,0,7,11,2,0,2,3,0,1,1,0,0,0,0,0,0,0,0
bnakaran,d117617,232000.0,145.0,4.0,10.0,12.0,2.0,1,0,1,0,0,0,0,0,44.50822847,40.18469734,1,0,0,0,1,0,0,0,"(40.18469734, 44.50822847)",600,183,917,9837,1791,3323,4660,3397,4582,5030,4463,5423,6104,1857,4814,1763,1004,1535,3347,4918,4400,5833,7368,4830,4,7,11,4,5,8,6,6,1,3,2,0,2,2,0,5,0,0
myrealty,136510,408000.0000000001,123.0,3.0,8.0,18.0,2.0,1,1,1,0,0,1,1,1,44.489355959454166,40.21403837276494,1,0,0,0,0,0,1,0,"(40.21403837276494, 44.489355959454166)",3807,3790,2723,10203,3885,6588,3326,5418,8195,1456,4830,6786,7036,1905,7691,1961,4036,5140,6779,8152,7110,8302,7934,8382,0,1,0,0,0,3,0,1,6,0,1,0,0,1,0,0,0,0
bnakaran,d114717,410000.0,138.0,4.0,3.0,5.0,3.0,1,0,0,1,0,0,0,0,44.507615,40.196458,1,0,0,0,0,0,1,0,"(40.196458, 44.507615)",1324,1490,521,10340,2524,4605,4368,3352,5730,3944,3728,6163,5673,1178,6022,1070,1544,2832,4654,6205,5554,6942,6835,6130,0,0,0,2,0,5,0,0,1,0,0,0,0,0,0,0,0,0
bars,4-2-188,255000.0,65.0,2.0,5.0,5.0,1.0,0,0,0,1,1,1,0,0,44.52473536231635,40.20625843913501,0,1,0,0,1,0,0,0,"(40.20625843913501, 44.52473536231635)",2396,2945,2308,12140,4314,6018,5888,2396,6283,4464,1948,7974,4038,2813,7578,2727,2266,4039,5934,7579,7177,8608,5107,7179,0,1,5,1,1,8,4,0,2,0,2,1,0,3,0,0,0,0
bars,2-3-159,120000.0,90.0,3.0,3.0,10.0,1.0,0,1,0,1,1,1,0,1,44.5139565495713,40.16673885182096,0,0,1,0,0,1,0,0,"(40.16673885182096, 44.5139565495713)",2143,1884,2968,9774,2565,1702,6016,4023,2763,7013,5773,5192,6886,3800,3404,3723,2223,520,1467,3136,3229,4672,8218,2783,4,8,5,2,2,4,6,0,0,1,1,0,0,1,0,0,0,0
myrealty,137127,189000.0,66.0,2.0,3.0,5.0,1.0,0,0,0,0,0,0,0,0,44.50948029563954,40.17885352616499,0,0,0,1,1,0,0,0,"(40.17885352616499, 44.50948029563954)",926,484,1568,9719,1786,2717,5003,3528,3997,5644,4866,5214,6339,2441,4274,2356,1204,879,2703,4300,3909,5365,7636,4172,8,5,23,5,1,10,6,2,0,1,1,1,1,3,0,0,0,0
myrealty,142669,160000.0,139000.0,3.0,5.0,5.0,2.0,0,1,1,0,0,1,1,0,44.539173935967966,40.16188844717563,0,0,0,1,0,0,1,0,"(40.16188844717563, 44.539173935967966)",3372,3544,4497,11833,4714,3365,8114,3498,1233,8618,5653,7277,6028,5506,4909,5408,3162,2518,2839,4148,4974,6271,7327,2859,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
myrealty,142272,160000.0,71.0,3.0,7.0,14.0,1.0,1,0,0,0,0,0,0,0,44.4567380668362,40.166016462777485,1,0,0,0,0,0,1,0,"(40.166016462777485, 44.4567380668362)",5432,4749,5006,5016,3062,3900,3565,8210,7184,6583,9187,776,10945,4685,3409,4733,5816,4745,4468,4516,2810,3054,12196,5856,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0
bars,1-A-83,360000.0,116.6,3.0,1.0,7.0,2.0,0,1,1,1,1,1,0,1,44.50523170804844,40.19493042144863,0,1,0,0,1,0,0,0,"(40.19493042144863, 44.50523170804844)",1298,1340,285,10082,2264,4413,4176,3537,5680,3947,3987,5899,5915,1005,5800,894,1577,2701,4487,6014,5321,6700,7086,5995,1,0,1,2,4,3,0,0,0,0,0,0,1,0,0,0,0,0
myrealty,130736,405000.0,60.0,2.0,4.0,17.0,1.0,1,0,0,0,0,0,0,0,44.51959732658925,40.20241187184684,1,0,0,0,0,0,1,0,"(40.20241187184684, 44.51959732658925)",1864,2366,1698,11551,3703,5473,5403,2544,5968,4287,2519,7365,4532,2266,7006,2173,1801,3525,5420,7048,6591,8015,5652,6729,0,4,2,2,1,2,0,0,2,3,0,0,0,1,0,0,0,0
myrealty,99677,460000.0,92.0,2.0,10.0,17.0,1.0,1,1,1,0,0,1,0,1,44.51959732658925,40.20241187184684,1,0,0,0,0,0,1,0,"(40.20241187184684, 44.51959732658925)",1864,2366,1698,11551,3703,5473,5403,2544,5968,4287,2519,7365,4532,2266,7006,2173,1801,3525,5420,7048,6591,8015,5652,6729,0,4,2,2,1,2,0,0,2,3,0,0,0,1,0,0,0,0
bars,4-3-1341,185000.0,74.0,3.0,15.0,16.0,1.0,0,1,0,0,1,1,0,1,44.51413593557797,40.21066440089994,0,1,0,0,1,0,0,0,"(40.21066440089994, 44.51413593557797)",2743,3113,2187,11632,4132,6253,5112,3410,6981,3442,2729,7672,4918,2284,7695,2227,2762,4389,6261,7849,7226,8604,5883,7653,0,0,0,3,1,0,0,1,1,2,0,0,1,0,0,0,0,0
bars,1-N-371,350000.0,120.0,3.0,9.0,11.0,2.0,0,1,0,0,0,1,0,1,44.51181945133735,40.183313571671,0,1,0,0,1,0,0,0,"(40.183313571671, 44.51181945133735)",407,326,1190,10067,2039,3249,4999,3152,4285,5325,4361,5612,5910,2178,4806,2080,757,1345,3216,4828,4430,5880,7191,4634,7,11,23,5,5,6,11,5,0,4,0,1,1,4,0,5,0,0
bnakaran,d107131,205000.0,68.0,2.0,5.0,15.0,1.0,1,0,1,1,0,0,0,0,44.499404,40.203477,1,0,0,0,0,0,1,0,"(40.203477, 44.499404)",2356,2384,1301,10148,2865,5346,3715,4195,6750,2897,4097,6252,6210,842,6612,816,2590,3747,5474,6939,6082,7388,7267,7026,4,16,11,3,3,0,3,2,0,2,0,1,0,1,0,1,0,0
bnakaran,d114996,245000.0,82.0,2.0,9.0,16.0,1.0,1,0,0,1,0,0,0,0,44.498020834609,40.193458479445,1,0,0,0,1,0,0,0,"(40.193458479445, 44.498020834609)",1670,1433,558,9465,1791,4236,3586,4143,5879,3752,4604,5341,6548,553,5495,462,2024,2749,4389,5825,4974,6303,7716,5979,5,4,3,3,5,1,3,1,1,3,0,0,0,0,0,0,0,0
bnakaran,d117597,139000.0,140.0,3.0,4.0,5.0,2.0,0,0,0,1,0,1,0,0,44.573447993422,40.199090899141,0,0,0,1,1,0,0,0,"(40.199090899141, 44.573447993422)",5166,5838,5906,15587,7553,7875,9956,2369,6119,8612,2749,11094,1212,6769,9575,6664,4769,6058,7496,9055,9432,10872,2328,7914,0,4,2,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0
bars,1-N-98,1100000.0,417.0,7.0,5.0,6.0,2.0,0,1,1,1,1,1,0,1,44.50948029563954,40.17885352616499,0,1,0,0,1,0,0,0,"(40.17885352616499, 44.50948029563954)",926,484,1568,9719,1786,2717,5003,3528,3997,5644,4866,5214,6339,2441,4274,2356,1204,879,2703,4300,3909,5365,7636,4172,8,5,23,5,1,10,6,2,0,1,1,1,1,3,0,0,0,0
bnakaran,d105465,250000.0,180.0,6.0,3.0,3.0,2.0,0,0,0,0,0,0,0,0,44.493868130935,40.201918286537,0,1,0,0,1,0,0,0,"(40.201918286537, 44.493868130935)",2526,2415,1386,9662,2578,5202,3224,4607,6851,2760,4595,5830,6699,520,6374,562,2816,3750,5380,6778,5819,7080,7765,6981,2,6,10,3,2,1,5,1,0,3,0,0,1,2,0,0,0,0
myrealty,139805,165000.0,64.0,2.0,10.0,16.0,1.0,1,1,0,1,0,1,1,0,44.52473536231635,40.20625843913501,1,0,0,0,0,0,1,0,"(40.20625843913501, 44.52473536231635)",2396,2945,2308,12140,4314,6018,5888,2396,6283,4464,1948,7974,4038,2813,7578,2727,2266,4039,5934,7579,7177,8608,5107,7179,0,1,5,1,1,8,4,0,2,0,2,1,0,3,0,0,0,0
myrealty,134405,325000.0,100.0,3.0,5.0,5.0,2.0,0,0,0,0,0,0,0,0,44.514048989347714,40.1861605885798,0,0,0,1,0,0,1,0,"(40.1861605885798, 44.514048989347714)",90,619,1072,10356,2311,3609,5086,2877,4463,5177,4000,5932,5590,2117,5174,2011,495,1668,3557,5181,4798,6248,6861,4932,15,9,32,1,4,4,8,2,0,2,0,0,2,1,0,1,0,0
myrealty,140294,119999.99999999996,59.0,2.0,3.0,5.0,1.0,0,1,0,0,0,1,1,0,44.49857435,40.20958515,0,0,0,1,0,0,1,0,"(40.20958515, 44.49857435)",2974,3055,1971,10487,3496,6027,3816,4499,7379,2371,4056,6757,6239,1431,7271,1437,3167,4419,6156,7618,6730,8012,7207,7705,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,4,0,0
bnakaran,d117231,42000.0,42.0,1.0,6.0,6.0,1.0,0,0,0,0,0,0,0,0,44.518631279643,40.180839929529,0,0,0,1,1,0,0,0,"(40.180839929529, 44.518631279643)",647,937,1763,10527,2570,3221,5636,2737,3758,5883,4223,6015,5572,2789,4869,2687,606,1202,3075,4736,4570,6035,6881,4330,15,8,21,2,6,10,14,0,0,2,0,0,0,1,0,0,0,0
bnakaran,d91689,300000.00000000006,130.0,3.0,7.0,12.0,2.0,1,0,0,0,0,0,0,0,44.509669118925,40.206320888981,1,0,0,0,1,0,0,0,"(40.206320888981, 44.509669118925)",2306,2590,1606,11049,3522,5715,4630,3492,6654,3343,3176,7059,5312,1685,7121,1622,2398,3908,5754,7315,6639,8006,6346,7198,2,2,4,6,6,5,5,0,3,1,0,0,1,2,0,2,0,0
myrealty,132714,265000.0,96.0,3.0,14.0,14.0,2.0,1,1,0,1,0,1,1,0,44.48023076128606,40.14596510603376,1,0,0,0,0,0,1,0,"(40.14596510603376, 44.48023076128606)",5347,4751,5561,6813,3750,2016,6143,7688,5015,8587,9277,2715,10557,5816,491,5805,5601,3905,2481,1659,523,992,11885,3242,0,0,0,1,1,1,0,0,0,1,0,0,0,2,0,0,0,0
bnakaran,d107838,580000.0,159.0,4.0,8.0,9.0,2.0,1,0,0,0,0,0,0,0,44.521657748686,40.166573336966,1,0,0,0,1,0,0,0,"(40.166573336966, 44.521657748686)",2231,2170,3225,10417,3145,2186,6570,3615,2285,7345,5510,5837,6447,4151,3880,4064,2188,957,1813,3443,3777,5191,7781,2761,1,1,0,3,5,0,0,0,1,6,1,0,0,2,0,0,0,0
myrealty,124933,200000.0,90.0,4.0,5.0,8.0,1.0,0,0,0,0,0,0,0,0,44.46234708546167,40.1906722427931,0,1,0,0,0,0,1,0,"(40.1906722427931, 44.46234708546167)",4510,3968,3582,6769,2564,5087,973,7176,7871,3821,7521,3549,9560,2767,5465,2862,4912,4753,5529,6320,4809,5599,10680,7195,12,4,7,1,12,1,1,1,1,1,0,0,1,0,0,0,0,0
myrealty,142704,420000.0,80.0,2.0,4.0,10.0,2.0,1,1,1,1,0,1,1,1,44.51467793334746,40.18220208362412,1,0,0,0,0,0,1,0,"(40.18220208362412, 44.51467793334746)",423,576,1430,10255,2253,3214,5269,2971,4053,5564,4298,5772,5767,2438,4815,2338,628,1239,3134,4771,4472,5931,7060,4490,20,6,25,4,7,9,10,3,0,3,0,1,1,2,0,2,0,0
bars,4-3-1415,145000.00000000003,70.0,3.0,3.0,5.0,1.0,0,0,0,0,0,0,0,0,44.51872985,40.20413115,0,1,0,0,1,0,0,0,"(40.20413115, 44.51872985)",2039,2514,1778,11580,3789,5635,5350,2695,6172,4124,2509,7435,4573,2253,7152,2165,1994,3701,5594,7216,6726,8142,5663,6920,0,3,8,2,1,2,6,1,4,2,0,0,0,1,0,0,0,0
bnakaran,d62080,136000.0,80.0,3.0,6.0,11.0,2.0,1,0,0,1,0,0,0,0,44.516667,40.183333,1,0,0,0,0,0,1,0,"(40.183333, 44.516667)",325,737,1448,10456,2442,3396,5389,2767,4081,5562,4095,5980,5556,2484,5010,2380,421,1400,3295,4942,4675,6135,6850,4608,20,4,36,2,9,9,16,0,0,3,2,0,0,0,0,1,0,0
bnakaran,d117682,130000.0,40.0,2.0,2.0,5.0,1.0,1,0,0,0,0,0,0,0,44.515102096538,40.169279922988,1,0,0,0,1,0,0,0,"(40.169279922988, 44.515102096538)",1859,1647,2728,9920,2513,1980,5938,3754,2883,6807,5479,5338,6621,3598,3676,3516,1926,329,1766,3433,3473,4926,7950,3054,8,6,18,7,2,10,6,0,1,4,1,0,0,1,0,0,0,0
myrealty,137425,125000.0,92.0,3.0,9.0,13.0,1.0,0,0,0,0,1,0,0,1,44.4972968,40.20489739999999,0,0,1,0,1,0,0,0,"(40.20489739999999, 44.4972968)",2588,2592,1513,10091,2965,5510,3569,4413,6976,2661,4236,6269,6372,902,6740,905,2827,3952,5654,7098,6197,7482,7406,7222,3,5,3,2,2,0,1,1,0,2,0,1,0,0,0,1,0,0
bars,2-3-172,120000.0,67.0,3.0,2.0,14.0,1.0,0,0,0,0,1,1,0,1,44.52003469603711,40.17296185385123,0,0,1,0,0,1,0,0,"(40.17296185385123, 44.52003469603711)",1509,1519,2537,10414,2768,2563,6097,3168,2939,6670,4921,5841,6035,3501,4261,3408,1473,695,2316,3984,4056,5510,7364,3458,3,5,10,5,2,7,0,0,3,5,1,1,2,0,0,0,0,0
bars,1-3-1762,135000.0,75.0,3.0,5.0,4.0,1.0,0,0,0,0,0,0,0,0,44.583870697678144,40.21673211791397,0,1,0,0,0,1,0,0,"(40.21673211791397, 44.583870697678144)",6767,7453,7265,17145,9120,9832,11036,4122,8266,9098,3233,12767,1256,7951,11537,7858,6406,7918,9497,11098,11337,12795,257,10027,0,7,11,2,0,2,3,0,1,1,0,0,0,0,0,0,0,0
bnakaran,d117330,810000.0,45.0,1.0,4.0,5.0,1.0,0,0,0,1,0,1,0,0,44.474907,40.191808,0,0,0,1,1,0,0,0,"(40.191808, 44.474907)",3473,2973,2511,7698,1822,4594,1732,6106,7096,3490,6475,4026,8493,1713,5296,1802,3870,3906,4961,5992,4662,5690,9625,6648,6,4,3,1,13,4,0,1,2,2,0,0,0,1,0,0,0,0
myrealty,133907,155000.0,40.0,2.0,3.0,4.0,1.0,0,1,1,1,0,1,1,0,44.51488777979646,40.16624129129846,0,0,0,1,0,0,1,0,"(40.16624129129846, 44.51488777979646)",2197,1959,3043,9843,2662,1717,6112,4009,2666,7098,5785,5262,6869,3885,3422,3807,2260,599,1451,3119,3264,4701,8201,2719,0,7,4,4,2,4,4,0,0,5,1,0,0,2,0,2,0,0
bars,1-N-320,350000.0,75.0,3.0,6.0,10.0,1.0,0,0,0,0,0,0,0,0,44.525275644939626,40.18489525304254,0,1,0,0,1,0,0,0,"(40.18489525304254, 44.525275644939626)",873,1482,1956,11204,3193,3897,6045,2028,3964,5906,3542,6714,4851,3006,5566,2897,480,1884,3703,5372,5284,6749,6158,4820,0,2,11,1,1,6,3,1,0,1,0,0,12,0,0,2,0,0
myrealty,142657,140000.0,90.0,3.0,5.0,5.0,1.0,0,1,0,0,0,1,1,0,44.51344849450384,40.1767382062846,0,0,0,1,1,0,0,0,"(40.1767382062846, 44.51344849450384)",1039,842,1904,9975,2139,2615,5408,3349,3605,6017,4848,5436,6197,2826,4245,2737,1186,623,2518,4160,3937,5401,7509,3893,3,3,19,1,4,13,10,0,0,3,0,0,1,0,1,0,0,0
bars,6-Ach-118,115000.0,80.0,3.0,3.0,16.0,1.0,0,1,0,0,1,1,0,1,44.43443755,40.117706,0,0,1,0,1,0,0,0,"(40.117706, 44.43443755)",10230,9585,10220,4808,8227,7007,9127,12685,9612,12271,14183,4920,15554,10180,5315,10204,10524,8891,7419,6047,5470,4012,16879,7596,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
